 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 25, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Molybdenum in Aluminum.txt

 Ion = Molybdenum [42] , Mass = 93.905 amu

 Target Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Al     13    100.00    100.00   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   1.60 MeV   1.230E+03  8.968E+02    7096 A      1166 A      1057 A   
   1.70 MeV   1.268E+03  8.691E+02    7541 A      1216 A      1112 A   
   1.80 MeV   1.305E+03  8.433E+02    7984 A      1265 A      1167 A   
   2.00 MeV   1.376E+03  7.968E+02    8865 A      1361 A      1273 A   
   2.25 MeV   1.463E+03  7.465E+02    9955 A      1473 A      1401 A   
   2.50 MeV   1.548E+03  7.031E+02    1.10 um     1577 A      1524 A   
   2.75 MeV   1.633E+03  6.651E+02    1.21 um     1673 A      1640 A   
   3.00 MeV   1.719E+03  6.317E+02    1.31 um     1761 A      1752 A   
   3.25 MeV   1.805E+03  6.019E+02    1.41 um     1843 A      1858 A   
   3.50 MeV   1.891E+03  5.752E+02    1.51 um     1920 A      1960 A   
   3.75 MeV   1.978E+03  5.510E+02    1.61 um     1990 A      2056 A   
   4.00 MeV   2.066E+03  5.291E+02    1.70 um     2056 A      2148 A   
   4.50 MeV   2.242E+03  4.908E+02    1.89 um     2181 A      2318 A   
   5.00 MeV   2.419E+03  4.584E+02    2.06 um     2290 A      2473 A   
   5.50 MeV   2.594E+03  4.305E+02    2.22 um     2385 A      2614 A   
   6.00 MeV   2.767E+03  4.062E+02    2.38 um     2469 A      2742 A   
   6.50 MeV   2.937E+03  3.848E+02    2.53 um     2543 A      2859 A   
   7.00 MeV   3.103E+03  3.658E+02    2.68 um     2610 A      2966 A   
   8.00 MeV   3.422E+03  3.336E+02    2.95 um     2736 A      3156 A   
   9.00 MeV   3.720E+03  3.071E+02    3.20 um     2840 A      3320 A   
