 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 05, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Helium in Silicon.txt

 Ion = Helium [2] , Mass = 4.003 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  15.00 MeV   6.750E+01  4.173E-02  134.44 um     5.20 um     3.41 um  
  16.00 MeV   6.440E+01  3.941E-02  149.59 um     5.67 um     3.75 um  
  17.00 MeV   6.161E+01  3.736E-02  165.44 um     6.14 um     4.12 um  
  18.00 MeV   5.907E+01  3.551E-02  181.99 um     6.61 um     4.49 um  
  20.00 MeV   5.464E+01  3.235E-02  217.15 um     8.36 um     5.29 um  
  22.50 MeV   5.005E+01  2.913E-02  264.89 um    10.85 um     6.36 um  
  25.00 MeV   4.625E+01  2.653E-02  316.78 um    13.21 um     7.51 um  
  27.50 MeV   4.304E+01  2.437E-02  372.75 um    15.52 um     8.75 um  
  30.00 MeV   4.029E+01  2.255E-02  432.70 um    17.81 um    10.06 um  
  32.50 MeV   3.791E+01  2.100E-02  496.59 um    20.10 um    11.46 um  
  35.00 MeV   3.582E+01  1.965E-02  564.35 um    22.41 um    12.93 um  
  37.50 MeV   3.397E+01  1.848E-02  635.93 um    24.74 um    14.48 um  
  40.00 MeV   3.232E+01  1.744E-02  711.28 um    27.10 um    16.10 um  
  45.00 MeV   2.951E+01  1.569E-02  873.00 um    35.75 um    19.57 um  
  50.00 MeV   2.719E+01  1.428E-02    1.05 mm    43.90 um    23.32 um  
  55.00 MeV   2.525E+01  1.310E-02    1.24 mm    51.85 um    27.35 um  
  60.00 MeV   2.359E+01  1.212E-02    1.44 mm    59.73 um    31.66 um  
  65.00 MeV   2.215E+01  1.128E-02    1.66 mm    67.63 um    36.23 um  
  70.00 MeV   2.090E+01  1.055E-02    1.90 mm    75.58 um    41.07 um  
  80.00 MeV   1.882E+01  9.350E-03    2.40 mm   104.61 um    51.51 um  
  90.00 MeV   1.715E+01  8.407E-03    2.96 mm   131.66 um    62.96 um  
 100.00 MeV   1.578E+01  7.643E-03    3.56 mm   158.04 um    75.37 um  
 110.00 MeV   1.464E+01  7.011E-03    4.22 mm   184.26 um    88.73 um  
 120.00 MeV   1.367E+01  6.480E-03    4.93 mm   210.58 um   103.01 um  
 130.00 MeV   1.284E+01  6.026E-03    5.68 mm   237.14 um   118.19 um  
 140.00 MeV   1.211E+01  5.634E-03    6.48 mm   263.99 um   134.25 um  
 150.00 MeV   1.147E+01  5.292E-03    7.33 mm   291.20 um   151.17 um  
 160.00 MeV   1.090E+01  4.991E-03    8.22 mm   318.77 um   168.93 um  
 170.00 MeV   1.040E+01  4.723E-03    9.16 mm   346.71 um   187.51 um  
 180.00 MeV   9.945E+00  4.484E-03   10.14 mm   375.04 um   206.90 um  
 200.00 MeV   9.161E+00  4.074E-03   12.24 mm   480.69 um   248.06 um  
 225.00 MeV   8.363E+00  3.659E-03   15.09 mm   631.20 um   303.81 um  
 250.00 MeV   7.712E+00  3.324E-03   18.20 mm   773.10 um   364.14 um  
 275.00 MeV   7.170E+00  3.047E-03   21.56 mm   911.39 um   428.86 um  
 300.00 MeV   6.712E+00  2.814E-03   25.16 mm     1.05 mm   497.81 um  
 325.00 MeV   6.320E+00  2.615E-03   29.00 mm     1.18 mm   570.81 um  
 350.00 MeV   5.980E+00  2.444E-03   33.06 mm     1.32 mm   647.72 um  
 375.00 MeV   5.683E+00  2.294E-03   37.34 mm     1.46 mm   728.39 um  
 400.00 MeV   5.420E+00  2.163E-03   41.84 mm     1.60 mm   812.70 um  
 450.00 MeV   4.976E+00  1.941E-03   51.47 mm     2.11 mm   991.77 um  
 500.00 MeV   4.617E+00  1.763E-03   61.89 mm     2.58 mm     1.18 mm  
 550.00 MeV   4.319E+00  1.615E-03   73.08 mm     3.04 mm     1.39 mm  
 600.00 MeV   4.068E+00  1.491E-03   85.00 mm     3.49 mm     1.60 mm  
 650.00 MeV   3.854E+00  1.385E-03   97.62 mm     3.93 mm     1.83 mm  
 700.00 MeV   3.669E+00  1.294E-03  110.90 mm     4.37 mm     2.07 mm  
 800.00 MeV   3.366E+00  1.144E-03  139.34 mm     5.96 mm     2.57 mm  
 900.00 MeV   3.129E+00  1.027E-03  170.14 mm     7.41 mm     3.10 mm  
   1.00 GeV   2.937E+00  9.316E-04  203.11 mm     8.78 mm     3.67 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  4.3083E-03                keV / (ug/cm2) 
  4.3083E-03                MeV / (mg/cm2) 
  4.3083E+00                keV / (mg/cm2) 
  2.0093E-01                 eV / (1E15 atoms/cm2)
  1.8488E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
