 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 14, 2014 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Silicon.txt

 Ion = Hydrogen [1] , Mass = 2.014 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 130.00 keV   1.238E+02  3.257E-01    1.22 um     1411 A      1790 A   
 140.00 keV   1.228E+02  3.073E-01    1.30 um     1436 A      1839 A   
 150.00 keV   1.217E+02  2.911E-01    1.38 um     1460 A      1887 A   
 160.00 keV   1.205E+02  2.767E-01    1.46 um     1484 A      1935 A   
 170.00 keV   1.192E+02  2.637E-01    1.54 um     1507 A      1982 A   
 180.00 keV   1.178E+02  2.520E-01    1.62 um     1530 A      2028 A   
 200.00 keV   1.150E+02  2.317E-01    1.79 um     1585 A      2120 A   
 225.00 keV   1.115E+02  2.108E-01    2.01 um     1657 A      2235 A   
 250.00 keV   1.081E+02  1.936E-01    2.24 um     1730 A      2349 A   
 275.00 keV   1.049E+02  1.793E-01    2.47 um     1803 A      2465 A   
 300.00 keV   1.018E+02  1.670E-01    2.71 um     1876 A      2582 A   
 325.00 keV   9.888E+01  1.565E-01    2.95 um     1950 A      2700 A   
 350.00 keV   9.616E+01  1.472E-01    3.21 um     2025 A      2821 A   
 375.00 keV   9.359E+01  1.391E-01    3.47 um     2101 A      2943 A   
 400.00 keV   9.119E+01  1.319E-01    3.73 um     2178 A      3067 A   
 450.00 keV   8.680E+01  1.197E-01    4.29 um     2399 A      3323 A   
 500.00 keV   8.290E+01  1.097E-01    4.88 um     2620 A      3587 A   
 550.00 keV   7.941E+01  1.013E-01    5.49 um     2843 A      3861 A   
 600.00 keV   7.628E+01  9.423E-02    6.12 um     3068 A      4143 A   
 650.00 keV   7.345E+01  8.812E-02    6.79 um     3294 A      4434 A   
 700.00 keV   7.087E+01  8.281E-02    7.48 um     3522 A      4733 A   
 800.00 keV   6.637E+01  7.401E-02    8.92 um     4237 A      5358 A   
 900.00 keV   6.254E+01  6.700E-02   10.47 um     4927 A      6014 A   
   1.00 MeV   5.925E+01  6.127E-02   12.10 um     5605 A      6700 A   
   1.10 MeV   5.637E+01  5.650E-02   13.82 um     6277 A      7414 A   
   1.20 MeV   5.384E+01  5.247E-02   15.63 um     6946 A      8157 A   
   1.30 MeV   5.159E+01  4.900E-02   17.51 um     7616 A      8925 A   
   1.40 MeV   4.957E+01  4.599E-02   19.48 um     8287 A      9719 A   
   1.50 MeV   4.774E+01  4.335E-02   21.53 um     8961 A      1.05 um  
   1.60 MeV   4.608E+01  4.101E-02   23.65 um     9638 A      1.14 um  
   1.70 MeV   4.457E+01  3.893E-02   25.84 um     1.03 um     1.22 um  
   1.80 MeV   4.318E+01  3.706E-02   28.11 um     1.10 um     1.31 um  
   2.00 MeV   4.071E+01  3.384E-02   32.86 um     1.33 um     1.50 um  
   2.25 MeV   3.803E+01  3.056E-02   39.19 um     1.64 um     1.74 um  
   2.50 MeV   3.549E+01  2.790E-02   45.97 um     1.95 um     1.99 um  
   2.75 MeV   3.340E+01  2.568E-02   53.20 um     2.25 um     2.26 um  
   3.00 MeV   3.157E+01  2.381E-02   60.87 um     2.54 um     2.54 um  
   3.25 MeV   2.995E+01  2.220E-02   68.97 um     2.84 um     2.84 um  
   3.50 MeV   2.852E+01  2.081E-02   77.50 um     3.13 um     3.14 um  
   3.75 MeV   2.723E+01  1.959E-02   86.44 um     3.43 um     3.46 um  
   4.00 MeV   2.607E+01  1.852E-02   95.79 um     3.74 um     3.79 um  
   4.50 MeV   2.406E+01  1.670E-02  115.69 um     4.78 um     4.50 um  
   5.00 MeV   2.237E+01  1.523E-02  137.17 um     5.77 um     5.24 um  
   5.50 MeV   2.093E+01  1.400E-02  160.21 um     6.74 um     6.04 um  
   6.00 MeV   1.968E+01  1.297E-02  184.77 um     7.69 um     6.88 um  
   6.50 MeV   1.860E+01  1.208E-02  210.83 um     8.65 um     7.76 um  
   7.00 MeV   1.764E+01  1.132E-02  238.35 um     9.62 um     8.69 um  
   8.00 MeV   1.602E+01  1.006E-02  297.69 um    12.99 um    10.67 um  
   9.00 MeV   1.470E+01  9.059E-03  362.69 um    16.16 um    12.82 um  
  10.00 MeV   1.361E+01  8.250E-03  433.21 um    19.24 um    15.14 um  
  11.00 MeV   1.268E+01  7.580E-03  509.15 um    22.31 um    17.61 um  
  12.00 MeV   1.188E+01  7.015E-03  590.41 um    25.39 um    20.23 um  
  13.00 MeV   1.119E+01  6.532E-03  676.90 um    28.50 um    23.00 um  
  14.00 MeV   1.059E+01  6.114E-03  768.54 um    31.64 um    25.93 um  
  15.00 MeV   1.005E+01  5.748E-03  865.26 um    34.83 um    29.00 um  
  16.00 MeV   9.569E+00  5.426E-03  966.99 um    38.07 um    32.21 um  
  17.00 MeV   9.137E+00  5.140E-03    1.07 mm    41.35 um    35.56 um  
  18.00 MeV   8.747E+00  4.883E-03    1.19 mm    44.69 um    39.06 um  
  20.00 MeV   8.069E+00  4.443E-03    1.42 mm    56.70 um    46.46 um  
  22.50 MeV   7.370E+00  3.998E-03    1.75 mm    73.82 um    56.47 um  
  25.00 MeV   6.793E+00  3.636E-03    2.10 mm    90.11 um    67.29 um  
  27.50 MeV   6.308E+00  3.338E-03    2.48 mm   106.09 um    78.92 um  
  30.00 MeV   5.895E+00  3.086E-03    2.89 mm   122.02 um    91.33 um  
  32.50 MeV   5.538E+00  2.871E-03    3.33 mm   138.01 um   104.50 um  
  35.00 MeV   5.226E+00  2.686E-03    3.79 mm   154.16 um   118.42 um  
  37.50 MeV   4.951E+00  2.523E-03    4.28 mm   170.49 um   133.09 um  
  40.00 MeV   4.707E+00  2.380E-03    4.80 mm   187.04 um   148.47 um  
  45.00 MeV   4.291E+00  2.140E-03    5.91 mm   247.07 um   181.38 um  
  50.00 MeV   3.950E+00  1.945E-03    7.12 mm   303.71 um   217.07 um  
  55.00 MeV   3.665E+00  1.784E-03    8.43 mm   359.09 um   255.45 um  
  60.00 MeV   3.422E+00  1.649E-03    9.84 mm   414.14 um   296.46 um  
  65.00 MeV   3.214E+00  1.533E-03   11.34 mm   469.33 um   340.03 um  
  70.00 MeV   3.032E+00  1.433E-03   12.94 mm   524.94 um   386.11 um  
  80.00 MeV   2.731E+00  1.270E-03   16.41 mm   725.77 um   485.58 um  
  90.00 MeV   2.491E+00  1.140E-03   20.24 mm   913.10 um   594.47 um  
 100.00 MeV   2.295E+00  1.036E-03   24.42 mm     1.10 mm   712.41 um  
 110.00 MeV   2.132E+00  9.498E-04   28.93 mm     1.28 mm   839.08 um  
 120.00 MeV   1.994E+00  8.772E-04   33.77 mm     1.46 mm   974.17 um  
 130.00 MeV   1.875E+00  8.154E-04   38.94 mm     1.64 mm     1.12 mm  
 140.00 MeV   1.772E+00  7.620E-04   44.41 mm     1.83 mm     1.27 mm  
 150.00 MeV   1.682E+00  7.154E-04   50.19 mm     2.01 mm     1.43 mm  
 160.00 MeV   1.602E+00  6.744E-04   56.27 mm     2.20 mm     1.59 mm  
 170.00 MeV   1.531E+00  6.380E-04   62.65 mm     2.39 mm     1.77 mm  
 180.00 MeV   1.468E+00  6.054E-04   69.30 mm     2.59 mm     1.95 mm  
 200.00 MeV   1.358E+00  5.497E-04   83.45 mm     3.30 mm     2.33 mm  
 225.00 MeV   1.247E+00  4.934E-04  102.62 mm     4.30 mm     2.84 mm  
